textbox3,Month,Year,Date,CropNameUrdu,textbox2
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Grapes Sundekhani,"28,182.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Grapes Gola,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Peach,"17,273.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Peach Special,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Batho,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Millet,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Banola,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Lady Finger/Okra (بھنڈی توری),"7,728.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Wheat Straw,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,jujube(بیر),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Brinjal,"5,000.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Spinach,"1,909.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Papaya(پپیتا),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Cauliflower,"6,819.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Seed Cotton(Phutti),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Onion,"3,409.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Watermelon,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sesame(تِل),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,RapeSeed (Torya),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Turmeric Whole(ثابت ہلدی),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Persimmon(جاپانی پھل),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Jaman,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Rice (IRRI),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Rice Basmati (385),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Rice Basmati Super (Old),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Rice Basmati Super (New),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Rice Kainat (New),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sorghum,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Suger Beet(چقندر),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Gram White(Imported),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Gram White(local),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,green chickpeas(چھولیا),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sugar,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Pumpkin,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Melon,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apricot Yellow,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apricot White,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Gram Pulse,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Mash Pulse(Imported) washed,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Mash Pulse(local),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Masoor Pulse(local),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Moong Pulse,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Coriander (دھنیا),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Mustard Greens(ساگ سرسوں),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Green Onion,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Red Chilli Whole (Dry),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Mustard seed,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Water chestnut(سنگھاڑا),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apple (Ammre),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apple Kala Kullu (Madani),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apple Kala Kullu (Pahari),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apple (Gatcha),"10,455.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Apple (Golden),"6,819.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sweet Potato(شکر قندی),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Turnip,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Capsicum (شملہ مرچ),"8,637.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,feutral early(100 Pcs) فروٹر,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Gram Black,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Bottle Gourd (کدو),"5,228.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Bitter Gourd (کریلا),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Dates (Aseel),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Banola Cake,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Cucumber (Kheera),"4,318.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Kinnow (100Pcs),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Carrot,"5,000.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Carrot China,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sweet Musk Melon,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Sweet Musk Melon (Shireen),"10,455.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Grapefruit(100Pcs),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,sugarcane,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Wheat,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Cabbage,"5,000.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Jaggery (گڑ),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Zucchini (گھیا توری),"5,228.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Loquat,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Garlic (China),"15,227.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Garlic (Local),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Lychee,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Lemon (Other),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Lemon (China),"6,819.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Lemon (Desi),"8,637.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Orange(100Pcs),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Musambi(100Pcs),358.00
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Masoor Pulse (Imported),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Maize,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Paddy Kainat,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Radish,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Paddy (IRRI),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Paddy Basmati,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Moong,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Mongray,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Peas,"19,091.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Fenugreek(میتھی),NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Cocunut,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Pear,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Tomato,"6,137.00"
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Tindian,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Tinda Desi,NA
HaroonAbad    View Graph,September - 2008,September,10-September-2020,Green Chilli,"5,682.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Dates(Irani),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Banana(DOZEN),43.00
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Ginger (Thai),"43,636.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Ginger(China),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Cocoyam(اروی),"5,227.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Strawberry,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Plum,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Potato Store,"5,000.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Potato Sugar free,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Potato Fresh,"6,818.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango(Anwer Ratol),"12,273.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango(Chounsa),"8,637.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango(Desahri),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango Desi,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango(Sindhri),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mango Saharni,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Guava,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Pomegranate(Badana),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Pomegranate Desi,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Pomegranate(Kandhari),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Grapes (Other),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Grapes Sundekhani,"28,182.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Grapes Gola,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Peach,"17,273.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Peach Special,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Batho,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Millet,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Banola,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Lady Finger/Okra (بھنڈی توری),"6,818.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Wheat Straw,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,jujube(بیر),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Brinjal,"4,318.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Spinach,"1,909.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Papaya(پپیتا),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Cauliflower,"6,818.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Seed Cotton(Phutti),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Onion,"3,195.00"
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Watermelon,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Sesame(تِل),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,RapeSeed (Torya),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Turmeric Whole(ثابت ہلدی),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Persimmon(جاپانی پھل),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Jaman,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Rice (IRRI),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Rice Basmati (385),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Rice Basmati Super (Old),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Rice Basmati Super (New),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Rice Kainat (New),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Sorghum,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Suger Beet(چقندر),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Gram White(Imported),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Gram White(local),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,green chickpeas(چھولیا),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Sugar,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Pumpkin,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Melon,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Apricot Yellow,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Apricot White,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Gram Pulse,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mash Pulse(Imported) washed,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mash Pulse(local),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Masoor Pulse(local),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Moong Pulse,NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Coriander (دھنیا),NA
HaroonAbad    View Graph,September - 2008,September,11-September-2020,Mustard Greens(ساگ سرسوں),NA
